顺位,用时,开始时间,牌普,一号玩家,一位得点,二号玩家,二位得点,三号玩家,三位得点,四号玩家,四位得点
4位,10,2020-01-06 12:06:00,,あやたす,54.0,花陽D,3.0,！ぼたもち！,-19.0,CAVERN-1,-38.0
4位,33,2020-01-06 14:22:00,,まちる,52.0,！ぼたもち！,14.0,chappi,-18.0,yory1012,-48.0
4位,44,2020-01-07 05:25:00,,まさの,71.0,cokshy13,2.0,怒羅ちゃん@昼寝,-22.0,！ぼたもち！,-51.0
4位,17,2020-01-08 09:26:00,,Teddy888,50.0,！ぼたもち！,4.0,としっと,-18.0,はみがきさん,-36.0
4位,24,2020-01-09 02:46:00,,！ぼたもち！,72.0,bundi,19.0,takeshit,-38.0,安達祐実,-53.0
4位,32,2020-01-10 14:04:00,,！ぼたもち！,43.0,黒糖ドーナツ,12.0,天・地・人,-20.0,カツミシン,-35.0
4位,9,2020-01-12 15:11:00,,砲,79.0,NAGASE,0.0,！ぼたもち！,-21.0,Cancel,-58.0
4位,28,2020-01-13 10:18:00,,！ぼたもち！,65.0,平賀の北海まさ１,6.0,Fuji3776,-19.0,フジップ,-52.0
4位,38,2020-01-14 15:07:00,,！ぼたもち！,69.0,あーちゃん@五泉,18.0,南爺,-14.0,女流達人,-73.0
4位,26,2020-01-14 17:38:00,,にぎり丸,60.0,！ぼたもち！,1.0,香唯生,-25.0,うきしま仙人,-36.0
4位,31,2020-01-16 13:00:00,,tyumatsu,54.0,イオシャドウ,11.0,るぱんさんせい,-21.0,！ぼたもち！,-44.0
4位,11,2020-01-17 14:22:00,,ウツミライ,53.0,HGHG0000,2.0,hossyi,-18.0,！ぼたもち！,-37.0
4位,33,2020-01-19 11:09:00,,！ぼたもち！,62.0,だだだだーん,10.0,安桜美炎,-22.0,JazzYeh,-50.0
4位,25,2020-01-19 20:55:00,,Dabuchu,63.0,！ぼたもち！,23.0,きももも,-33.0,TASS,-53.0
4位,22,2020-01-23 09:13:00,,七減三加,56.0,！ぼたもち！,25.0,mayumi,-25.0,くまぞく,-56.0
4位,32,2020-01-23 13:41:00,,impo,52.0,かずたいるい,11.0,る～るるる～,-13.0,！ぼたもち！,-50.0
4位,17,2020-01-23 23:55:00,,！ぼたもち！,65.0,なねつに,10.0,chen.c,-15.0,雀坂雀一,-60.0
4位,22,2020-01-24 03:13:00,,ararchy,60.0,！ぼたもち！,10.0,地獄の焼鳥,-16.0,ビックル500,-54.0
4位,30,2020-01-24 12:48:00,,ばりさんばり,52.0,@uzura@,6.0,！ぼたもち！,-17.0,tingray,-41.0
4位,22,2020-01-24 13:23:00,,！ぼたもち！,45.0,本間ノ葛也,14.0,雪野のどか,-12.0,ジョンガリA,-47.0
4位,27,2020-01-24 16:20:00,,Christ12,46.0,！ぼたもち！,12.0,tundra,-23.0,chibaWk,-35.0
4位,31,2020-01-24 23:04:00,,クリュス,57.0,オヤンタ,3.0,！ぼたもち！,-21.0,N-ssd,-39.0
4位,23,2020-01-25 00:07:00,,Cabs,48.0,ロトのしるし,10.0,！ぼたもち！,-10.0,Mｒ.ベーション,-48.0
4位,44,2020-01-25 13:51:00,,！ぼたもち！,46.0,花まみれ太郎,5.0,賢二,-16.0,-gemmbu-,-35.0
4位,31,2020-01-25 16:15:00,,ntrzgty,50.0,時雨0422,10.0,ウルトラセブン,-23.0,！ぼたもち！,-37.0
4位,34,2020-01-25 21:11:00,,nonchixs,55.0,BUTO,6.0,！ぼたもち！,-16.0,みじんこ城ドラ,-45.0
4位,13,2020-01-26 13:09:00,,出会い系好き,43.0,八郎,4.0,！ぼたもち！,-17.0,ひゃらを。,-30.0
4位,21,2020-01-26 18:27:00,,Hiroyan,42.0,！ぼたもち！,6.0,そうたん96,-18.0,かかろっとぉ,-30.0
4位,9,2020-01-26 19:43:00,,限界しりとり,48.0,！ぼたもち！,5.0,Patariro,-21.0,環彩羽,-32.0
4位,33,2020-01-26 21:23:00,,hojun,74.0,！ぼたもち！,-2.0,みかさえむ,-29.0,草草草草,-43.0
4位,29,2020-01-26 23:25:00,,&#x00%,72.0,！ぼたもち！,1.0,verdite,-22.0,叫ぶチーズ,-51.0
4位,10,2020-01-27 07:49:00,,ygomita,47.0,！ぼたもち！,9.0,utaさんの弟子,-18.0,赤丸PB,-38.0
4位,7,2020-01-27 14:28:00,,！ぼたもち！,67.0,南天タロー,5.0,那須宗一,-21.0,ooyamama,-51.0
4位,18,2020-01-27 20:31:00,,ヘッポコ雀士,53.0,クッキーワン,2.0,ねか,-22.0,！ぼたもち！,-33.0
4位,30,2020-01-28 14:17:00,,！ぼたもち！,47.0,春丸,7.0,番ちゃん,-17.0,ぶつぶつ,-37.0
4位,41,2020-01-29 07:27:00,,hitosi,46.0,！ぼたもち！,14.0,ミッチー@,-14.0,垣見,-46.0
4位,42,2020-01-30 07:34:00,,！ぼたもち！,65.0,ぶく茶,7.0,お猿のジョージ,-24.0,Icefury☆,-48.0
4位,23,2020-01-31 12:01:00,,！ぼたもち！,57.0,y-tatsuo,18.0,フィネｙｋ,-32.0,★霧女王★,-43.0
4位,27,2020-01-31 23:19:00,,！ぼたもち！,56.0,ゆたかxxx,12.0,tanpin8,-17.0,KKEEII,-51.0
4位,14,2020-02-01 18:37:00,,黒瞳@水貨軍團,47.0,★風★,3.0,！ぼたもち！,-19.0,takuyar父,-31.0
4位,10,2020-02-01 20:41:00,,はるかちゃん,80.0,！ぼたもち！,1.0,麻雀大学教授,-23.0,yoshi52,-58.0
4位,11,2020-02-02 09:27:00,,永世二段夜桜たま,53.0,牧場の小女,8.0,切間美星,-23.0,！ぼたもち！,-38.0
4位,24,2020-02-03 23:00:00,,恵里若68,51.0,！ぼたもち！,3.0,輝く星と仲間達,-20.0,マーボウ,-34.0
4位,29,2020-02-04 00:35:00,,Noris,53.0,！ぼたもち！,6.0,妹の事愛してます,-17.0,Recaltq,-42.0
4位,34,2020-02-04 15:06:00,,！ぼたもち！,51.0,たねやん3,8.0,薄着で頑張る,-21.0,ドロドロ,-38.0
4位,34,2020-02-04 21:38:00,,お善ティス,61.0,☆ケンケン☆,13.0,エルゲルージ,-26.0,！ぼたもち！,-48.0
4位,17,2020-02-05 10:09:00,,よみがえり,53.0,！ぼたもち！,10.0,スマイルジャック,-15.0,SATOSA,-48.0
4位,49,2020-02-05 12:25:00,,GU_YA,69.0,〓神条紫杏〓,0.0,！ぼたもち！,-25.0,半兵衛,-44.0
4位,42,2020-02-05 23:24:00,,hideking,60.0,！ぼたもち！,7.0,Xylitool,-17.0,sdfa,-50.0
4位,35,2020-02-06 10:10:00,,TabriSSS,48.0,！ぼたもち！,17.0,葛城実梨,-25.0,PURGE,-40.0
4位,29,2020-02-06 23:48:00,,！ぼたもち！,46.0,すわっほー,13.0,SUBMARIN,-24.0,M枝の龍,-35.0
4位,15,2020-02-08 07:19:00,,ふぢコロッケ,41.0,sekut-,10.0,386sx,-13.0,！ぼたもち！,-38.0
4位,13,2020-02-08 22:20:00,,seeef,54.0,fighters,15.0,トーマス・エジソ,-18.0,！ぼたもち！,-51.0
4位,32,2020-02-11 10:35:00,,Kevinest,51.0,kurolibe,16.0,高部軍団,-15.0,！ぼたもち！,-52.0
4位,32,2020-02-11 16:18:00,,bcd234,46.0,！ぼたもち！,11.0,shimaoo,-14.0,小5,-43.0
4位,35,2020-02-11 23:12:00,,！ぼたもち！,76.0,詩岸,2.0,ハーロット,-28.0,マサヤ,-50.0
4位,22,2020-02-12 09:35:00,,多口万棒,58.0,！ぼたもち！,15.0,140,-23.0,§滝沢和典§,-50.0
4位,10,2020-02-12 20:27:00,,！ぼたもち！,42.0,ブリーフ五郎,6.0,メイガス,-15.0,aki39,-33.0
4位,17,2020-02-13 10:13:00,,鳴き麻雀,55.0,ればぶつ,1.0,！ぼたもち！,-23.0,imafuku,-33.0
4位,28,2020-02-13 19:39:00,,Foxtail,43.0,！ぼたもち！,11.0,まろはし,-21.0,ぴっきーぴきぴき,-33.0
4位,31,2020-02-14 10:53:00,,ちゃちゃのん,43.0,元癒風会員,10.0,オズのえんじぇる,-19.0,！ぼたもち！,-34.0
4位,17,2020-02-16 19:54:00,,kiyo9393,47.0,！ぼたもち！,10.0,gewlkjlk,-15.0,モバイルさん,-42.0
4位,11,2020-02-16 20:13:00,,たかむらみく,45.0,ビワコ,3.0,雅子,-18.0,！ぼたもち！,-30.0
4位,23,2020-02-17 10:39:00,,！ぼたもち！,43.0,呂仁,8.0,激弱,-19.0,post_it,-32.0
4位,10,2020-02-17 14:07:00,,！ぼたもち！,46.0,いもやさん,15.0,BATAKO,-10.0,信楽たぬき,-51.0
4位,12,2020-02-18 16:49:00,,ひみつのひみつ,67.0,！ぼたもち！,17.0,CROW2580,-27.0,夏汝,-57.0
4位,29,2020-02-18 23:07:00,,RudeRock,41.0,！ぼたもち！,9.0,GHOST,-18.0,yayaya~~,-32.0
4位,11,2020-02-19 08:04:00,,限界しりとり,42.0,！ぼたもち！,4.0,yoshi52,-18.0,hyaku,-28.0
4位,24,2020-02-19 17:02:00,,！ぼたもち！,43.0,やみぬこ,4.0,River,-17.0,まぁがりん,-30.0
4位,30,2020-02-19 19:54:00,,シモヘイヘ,48.0,kIkI,9.0,AtokiChi,-21.0,！ぼたもち！,-36.0
4位,24,2020-02-21 01:19:00,,！ぼたもち！,81.0,寝ンドール,7.0,ヨロシク仮面,-38.0,ポジハメ店長,-50.0
4位,31,2020-02-21 22:25:00,,！ぼたもち！,51.0,gatomo,7.0,鳴無積大王,-15.0,ごまくろ,-43.0
4位,27,2020-02-21 23:24:00,,台所温泉,77.0,NC-17,7.0,！ぼたもち！,-28.0,take0707,-56.0
4位,13,2020-02-22 07:06:00,,北海熊４,71.0,gen55,8.0,典平,-27.0,！ぼたもち！,-52.0
4位,15,2020-02-23 23:43:00,,コジ２,49.0,！ぼたもち！,13.0,ryo1211,-11.0,たかあき,-51.0
4位,28,2020-02-24 00:00:00,,恥多き人生,49.0,！ぼたもち！,1.0,KOH,-19.0,よったま,-31.0
4位,8,2020-02-24 09:37:00,,！ぼたもち！,51.0,キン肉アタル,12.0,駿河留奈,-19.0,ハーゲンタッツ,-44.0
4位,34,2020-02-24 10:42:00,,suzuri32,64.0,fuku4ma,5.0,すごう,-18.0,！ぼたもち！,-51.0
4位,31,2020-02-24 22:51:00,,！ぼたもち！,71.0,えりも,8.0,けんしん７７ー,-31.0,yosi7011,-48.0
4位,10,2020-02-25 21:42:00,,！ぼたもち！,54.0,デスバレー,4.0,替玉固麺,-19.0,CAROL,-39.0
4位,10,2020-02-27 20:43:00,,！ぼたもち！,54.0,ひろひろ,11.0,プロブレム,-12.0,dsz,-53.0
4位,24,2020-02-28 09:24:00,,湘南じろう,50.0,！ぼたもち！,13.0,倉式,-14.0,もりぞー38,-49.0
4位,31,2020-02-28 17:15:00,,フロン1373,41.0,ハマの小雀,7.0,Crispy,-15.0,！ぼたもち！,-33.0
4位,29,2020-02-29 10:53:00,,EカップJK,69.0,！ぼたもち！,2.0,take0707,-20.0,伽羅,-51.0
4位,32,2020-02-29 14:50:00,,！ぼたもち！,50.0,新テデスコ,4.0,さくえい,-19.0,山の中,-35.0
3位,,2020-02-29 19:53:00,,てつお,47.0,ははてん,-13.0,！ぼたもち！,-34.0,,
4位,38,2020-02-29 22:51:00,,Mｒ.ベーション,58.0,！ぼたもち！,12.0,ATと申します,-18.0,オレゴン,-52.0
4位,10,2020-03-01 12:13:00,,フェリシティ,46.0,こふちゃん,8.0,Survivor,-21.0,！ぼたもち！,-33.0
4位,7,2020-03-01 17:35:00,,RUI-ZU,41.0,！ぼたもち！,9.0,こふちゃん,-17.0,poisu-,-33.0
4位,21,2020-03-01 20:08:00,,トド松,64.0,ウムル,1.0,妄想海月,-22.0,！ぼたもち！,-43.0
4位,29,2020-03-02 13:41:00,,！ぼたもち！,50.0,ダブレモ,13.0,鎚田,-20.0,ふるの,-43.0
4位,42,2020-03-02 16:42:00,,Suz,44.0,！ぼたもち！,10.0,rsecik,-18.0,立直銃率異常,-36.0
4位,28,2020-03-02 21:20:00,,こぉー,49.0,だだだだーん,11.0,トレピカ,-20.0,！ぼたもち！,-40.0
4位,45,2020-03-03 14:13:00,,！ぼたもち！,60.0,漏れそう,8.0,XJAPAN,-20.0,あいだもも,-48.0
4位,27,2020-03-03 17:07:00,,宮原,48.0,！ぼたもち！,6.0,スズヤ,-19.0,理高薄我,-35.0
4位,29,2020-03-04 00:51:00,,藍住ほたる,45.0,！ぼたもち！,11.0,由美子,-14.0,kiqo,-42.0
4位,26,2020-03-04 01:20:00,,ＹＰ,60.0,milys,10.0,！ぼたもち！,-19.0,ikwing,-51.0
4位,29,2020-03-04 14:51:00,,！ぼたもち！,44.0,らりほ～,13.0,ちかちかやま,-22.0,有栖川夏葉,-35.0
4位,35,2020-03-04 18:40:00,,ミュミュ,41.0,健康が一番,7.0,！ぼたもち！,-17.0,reirei3,-31.0
4位,30,2020-03-04 23:07:00,,めろたかし,76.0,！ぼたもち！,11.0,きさらぎ駅,-34.0,シロ組ドルフィン,-53.0
4位,26,2020-03-05 01:41:00,,！ぼたもち！,44.0,デ,13.0,たかし1224,-17.0,東京ガンダム,-40.0
4位,9,2020-03-05 20:39:00,,ライトツナ,49.0,紫京院ひびき,2.0,！ぼたもち！,-18.0,nikka118,-33.0
4位,32,2020-03-05 22:52:00,,！ぼたもち！,51.0,とうかいていおう,8.0,shun1524,-19.0,千里山園城寺怜,-40.0
4位,26,2020-03-06 00:30:00,,宇宙卓認定委員,49.0,#AYA77,12.0,！ぼたもち！,-25.0,NADADET,-36.0
4位,31,2020-03-06 11:31:00,,特上,54.0,！ぼたもち！,12.0,上尾二郎,-20.0,tarquin,-46.0
4位,58,2020-03-06 13:41:00,,！ぼたもち！,55.0,ハネスリー,12.0,しんたろう,-27.0,gonta310,-40.0
4位,20,2020-03-06 16:09:00,,comion,57.0,shigshig,16.0,柑橘系男子,-20.0,！ぼたもち！,-53.0
4位,37,2020-03-06 22:48:00,,！ぼたもち！,70.0,マルゲリータ,6.0,諸葛凛,-32.0,penny,-44.0
4位,47,2020-03-07 01:23:00,,なまけ者,51.0,殿参戦！,10.0,Shinobu,-15.0,！ぼたもち！,-46.0
4位,28,2020-03-07 12:38:00,,！ぼたもち！,49.0,売虎男,8.0,雨ときどきネコ,-23.0,花椒。,-34.0
4位,41,2020-03-07 13:41:00,,りゅうのぱぱ,51.0,のえる,4.0,！ぼたもち！,-19.0,アムステ三昧,-36.0
4位,39,2020-03-07 15:32:00,,！ぼたもち！,65.0,みっちゃん17,4.0,ミルキーウェイ,-18.0,暇だねえ～,-51.0
4位,19,2020-03-07 17:16:00,,mawile,58.0,ⓝNAGA25,0.0,k.raika,-22.0,！ぼたもち！,-36.0
3位,,2020-03-07 19:09:00,,ははてん,46.0,！ぼたもち！,3.0,てつお,-49.0,,
3位,,2020-03-07 19:49:00,,てつお,64.0,！ぼたもち！,-4.0,ははてん,-60.0,,
4位,13,2020-03-07 21:23:00,,ppm@せえふや,55.0,折茂鉄矢,6.0,kauten,-23.0,！ぼたもち！,-38.0
4位,28,2020-03-07 22:59:00,,NOWHERE,50.0,LiLY,13.0,！ぼたもち！,-14.0,KOOB,-49.0
4位,34,2020-03-08 00:09:00,,！ぼたもち！,41.0,HEAD-Ⅱ,10.0,小泉進次郎,-16.0,そんな阿保な,-35.0
4位,27,2020-03-08 01:19:00,,t@ma,46.0,トーマス・エジソ,8.0,！ぼたもち！,-13.0,くるくるくーる,-41.0
4位,21,2020-03-08 11:50:00,,爆弾五郎２,57.0,！ぼたもち！,25.0,小南桐絵,-23.0,nobuo20,-59.0
4位,44,2020-03-08 13:19:00,,にくやま,48.0,！ぼたもち！,13.0,たぐいやま,-19.0,にゃんぱす～～,-42.0
3位,,2020-03-08 14:06:00,,！ぼたもち！,40.0,てつお,-8.0,ははてん,-32.0,,
3位,,2020-03-08 14:20:00,,ははてん,44.0,！ぼたもち！,-11.0,てつお,-33.0,,
3位,,2020-03-08 15:57:00,,ははてん,53.0,！ぼたもち！,2.0,てつお,-55.0,,
4位,28,2020-03-08 17:32:00,,ぞえもんでぃ,42.0,！ぼたもち！,10.0,できっこない,-14.0,インディゴブルー,-38.0
4位,36,2020-03-08 20:00:00,,！ぼたもち！,55.0,おーいたかはる,3.0,ab-ab-ab,-19.0,再びｆ,-39.0
4位,24,2020-03-08 21:29:00,,！ぼたもち！,51.0,りーふ,13.0,はづきち,-17.0,後藤信康,-47.0
4位,24,2020-03-09 01:00:00,,杰杰123,41.0,！ぼたもち！,6.0,PINKYSKY,-15.0,ジェリー・マウス,-32.0
4位,15,2020-03-09 01:42:00,,！ぼたもち！,67.0,おうがい,5.0,こんな麻雀は嫌だ,-22.0,鉄貞,-50.0
4位,32,2020-03-09 12:39:00,,ｇｇ９９９９,66.0,ニイバ,7.0,！ぼたもち！,-17.0,ゴアゴア,-56.0
4位,30,2020-03-09 16:30:00,,Caldy,74.0,！ぼたもち！,2.0,suiren,-21.0,飼いゾウ丸洗い,-55.0
4位,26,2020-03-09 22:10:00,,紅魔族族長の娘,47.0,tazeen,6.0,！ぼたもち！,-20.0,田代（本物）,-33.0
4位,60,2020-03-10 01:10:00,,naotetu2,68.0,！ぼたもち！,4.0,skkk,-20.0,0413,-52.0
4位,15,2020-03-10 12:22:00,,山外小楼任听雨,54.0,江島帰其石,23.0,キンちゃん,-23.0,！ぼたもち！,-54.0
4位,22,2020-03-10 16:04:00,,コルチゾール,56.0,キュー04,10.0,noguchin,-24.0,！ぼたもち！,-42.0
4位,35,2020-03-10 17:33:00,,agunes,49.0,Amethyst,17.0,！ぼたもち！,-21.0,まつお,-45.0
4位,34,2020-03-10 19:46:00,,MacKEY,52.0,いなふ@福岡,10.0,みっどないと,-17.0,！ぼたもち！,-45.0
4位,17,2020-03-10 22:41:00,,待たない,60.0,tak.,23.0,ｏｒｚ...,-29.0,！ぼたもち！,-54.0
4位,18,2020-03-10 23:36:00,,プロデュー西,48.0,パッションリップ,15.0,UNUMAN,-13.0,！ぼたもち！,-50.0
4位,24,2020-03-11 01:04:00,,curumi,65.0,！ぼたもち！,10.0,yash,-13.0,hijio,-62.0
4位,41,2020-03-11 16:43:00,,もんえん,42.0,！ぼたもち！,7.0,赤いきつね,-16.0,にゃろめ8783,-33.0
4位,34,2020-03-11 19:49:00,,！ぼたもち！,53.0,kotaro-,3.0,アイビス,-20.0,九丈花音,-36.0
4位,24,2020-03-11 22:34:00,,あまねパパ,52.0,野生の陰キャ,17.0,！ぼたもち！,-11.0,t@ma,-58.0
4位,23,2020-03-11 23:47:00,,酒井新一,49.0,JWILL,11.0,！ぼたもち！,-17.0,salaman,-43.0
4位,30,2020-03-12 00:40:00,,！ぼたもち！,52.0,兎と亀,8.0,"Noname.,",-18.0,五月十七,-42.0
4位,29,2020-03-12 10:35:00,,hijihiji,48.0,utena,15.0,！ぼたもち！,-17.0,ザク,-46.0
4位,21,2020-03-12 12:41:00,,白黒白黒骨～,57.0,とじやま,4.0,！ぼたもち！,-19.0,Mr.マーク,-42.0
4位,47,2020-03-12 19:26:00,,OTOSIMAE,42.0,☆まぐろ☆,5.0,三陸海岸,-17.0,！ぼたもち！,-30.0
4位,13,2020-03-13 00:02:00,,九命猫,55.0,ぴよぴーよピヨ彦,11.0,二月あいこ,-15.0,！ぼたもち！,-51.0
4位,34,2020-03-13 00:18:00,,！ぼたもち！,75.0,コータの兄,-5.0,Xena,-29.0,YMYRNNR,-41.0
4位,26,2020-03-13 15:52:00,,-chaso-,59.0,ダルターニャ,3.0,！ぼたもち！,-25.0,@つけめん,-37.0
4位,24,2020-03-13 18:03:00,,！ぼたもち！,71.0,てんろく３,-1.0,101番目の魔物,-29.0,Drogba01,-41.0
4位,17,2020-03-13 20:09:00,,kuro-yy,59.0,双子のピングー@,9.0,！ぼたもち！,-17.0,じにあす,-51.0
4位,7,2020-03-13 20:56:00,,イキ杉田ホモ和,64.0,miz72,8.0,！ぼたもち！,-15.0,おかっぴき01,-57.0
4位,22,2020-03-13 21:30:00,,ryo.kami,51.0,Shimada,18.0,！ぼたもち！,-29.0,Amichan,-40.0
4位,22,2020-03-13 23:40:00,,PY,47.0,deter1,6.0,うたたん,-16.0,！ぼたもち！,-37.0
4位,39,2020-03-14 00:05:00,,taraman.,52.0,！ぼたもち！,9.0,空飛ぶ芋煮会,-12.0,朱脳,-49.0
4位,34,2020-03-14 00:53:00,,MAKES,48.0,準備,10.0,！ぼたもち！,-16.0,すなぐも,-42.0
4位,41,2020-03-14 13:05:00,,caldy,48.0,！ぼたもち！,17.0,Yutaro,-16.0,ARDEN,-49.0
4位,27,2020-03-14 14:45:00,,オックン,68.0,！ぼたもち！,15.0,虚月雪,-33.0,桜もち,-50.0
4位,13,2020-03-14 16:23:00,,！ぼたもち！,60.0,1Pたそ,11.0,yanok,-20.0,＠リコぴょん,-51.0
4位,27,2020-03-14 17:44:00,,あっきー＠,42.0,！ぼたもち！,9.0,pocopino,-17.0,tsukasan,-34.0
4位,37,2020-03-14 18:42:00,,"ssk919,",53.0,！ぼたもち！,12.0,サーモン三昧,-15.0,gen55,-50.0
4位,33,2020-03-14 22:11:00,,XF,53.0,！ぼたもち！,17.0,ゆーしゃさま,-26.0,しょこしょこ少考,-44.0
4位,16,2020-03-14 22:56:00,,Athrun,58.0,！ぼたもち！,15.0,kuromate,-19.0,横濱海賊オーレ！,-54.0
4位,35,2020-03-14 23:34:00,,ノ森,52.0,！ぼたもち！,3.0,えーさん,-18.0,burai,-37.0
4位,25,2020-03-15 00:47:00,,MasterK,61.0,maachinx,29.0,下高太郎,-38.0,！ぼたもち！,-52.0
4位,44,2020-03-15 10:01:00,,ren2ro,64.0,上海ヤキソバ,16.0,！ぼたもち！,-30.0,kuni-t,-50.0
4位,29,2020-03-15 14:28:00,,光速の貴公子TT,54.0,！ぼたもち！,6.0,gatomo,-24.0,munimuni,-36.0
4位,31,2020-03-15 15:18:00,,T-META,41.0,FF,4.0,！ぼたもち！,-17.0,のりくん,-28.0
4位,42,2020-03-15 16:37:00,,たねがしま,56.0,うながっぱ,9.0,はまチャン,-26.0,！ぼたもち！,-39.0
4位,30,2020-03-15 21:14:00,,ぎゃおぎゃお,44.0,！ぼたもち！,8.0,First,-13.0,魔法的,-39.0
4位,28,2020-03-15 22:12:00,,llllpppp,76.0,！ぼたもち！,5.0,n-mizu,-28.0,しろゆき桜,-53.0
4位,26,2020-03-15 23:06:00,https://tenhou.net/3/?log=2020031600gm-0029-0000-6f180839,！ぼたもち！,82.0,のりすけ,26.0,ケンシロー,-31.0,Cursed,-77.0
4位,24,2020-03-16 01:05:00,,プロデュー西,52.0,！ぼたもち！,12.0,オズのえんじぇる,-18.0,あおちゃん,-46.0
4位,14,2020-03-16 10:37:00,,満願地蔵,50.0,おらふぅ,17.0,！ぼたもち！,-14.0,れにれに体操,-53.0
4位,23,2020-03-16 23:03:00,,zoo,64.0,Chase,17.0,イチノセニノセ,-29.0,！ぼたもち！,-52.0
4位,42,2020-03-16 23:30:00,,！ぼたもち！,51.0,鎧武者ザンキ,14.0,２４０２,-24.0,えーさん,-41.0
4位,37,2020-03-17 11:26:00,,！ぼたもち！,43.0,ばやさん,13.0,ReBack,-13.0,牢人,-43.0
4位,14,2020-03-17 12:46:00,,鈴城白亜,52.0,！ぼたもち！,11.0,reirei3,-9.0,ナナシン,-54.0
4位,54,2020-03-17 13:07:00,,ろぼ,42.0,たこ☆焼き,9.0,310さん,-15.0,！ぼたもち！,-36.0
4位,38,2020-03-17 14:57:00,,！ぼたもち！,51.0,やさお,18.0,夜梅たま,-28.0,こたつアイス,-41.0
4位,34,2020-03-17 16:41:00,,Shacho,54.0,スルメ,12.0,edon,-14.0,！ぼたもち！,-52.0
4位,41,2020-03-17 23:00:00,,！ぼたもち！,52.0,なりぶー。,12.0,しおりんぐ,-13.0,みきと,-51.0
4位,24,2020-03-18 00:25:00,,！ぼたもち！,53.0,令和の怪物くん,7.0,シルバー/銀/,-20.0,岩橋伸洋,-40.0
4位,12,2020-03-18 10:40:00,,！ぼたもち！,42.0,☆Seven☆,6.0,(`・ω・)っ圀,-17.0,お問い合わせ,-31.0
4位,24,2020-03-18 16:50:00,,ニイバ,42.0,！ぼたもち！,13.0,マジック先生,-22.0,RudeRock,-33.0
4位,21,2020-03-18 18:48:00,,！ぼたもち！,48.0,InuKoeee,4.0,日曜日,-20.0,てぃーてぃ,-32.0
4位,46,2020-03-18 20:08:00,,mok026,49.0,フリー麻雀ten,17.0,！ぼたもち！,-16.0,トローチ,-50.0
4位,50,2020-03-19 07:44:00,,！ぼたもち！,58.0,元軍人アポロ,4.0,revizor,-22.0,kb777,-40.0
4位,18,2020-03-19 09:37:00,,不夜嬢,43.0,kannzabu,7.0,＠リコぴょん,-18.0,！ぼたもち！,-32.0
4位,36,2020-03-19 10:46:00,,ジーココバヤシ,54.0,！ぼたもち！,4.0,カタアガリ明美,-20.0,りえ,-38.0
4位,27,2020-03-19 13:07:00,,役満君☆,47.0,バイキルト,7.0,！ぼたもち！,-19.0,ヴィドフランス,-35.0
4位,37,2020-03-19 15:18:00,,楡米国,51.0,！ぼたもち！,5.0,-阿人夢-,-17.0,左を押して下さい,-39.0
4位,11,2020-03-19 17:42:00,,！ぼたもち！,43.0,宇野沢栞,5.0,は？,-15.0,雅子,-33.0
4位,34,2020-03-19 22:40:00,,applause,56.0,あいみ,5.0,A石橋,-23.0,！ぼたもち！,-38.0
4位,33,2020-03-20 00:02:00,,！ぼたもち！,47.0,ポイント配分,8.0,トロイの木魚,-16.0,宇宙卓認定委員,-39.0
4位,18,2020-03-20 00:56:00,,senerusu,61.0,トラキア,11.0,！ぼたもち！,-20.0,えりあし,-52.0
4位,26,2020-03-20 02:05:00,,！ぼたもち！,53.0,ビバ馬尾,4.0,ケニア人,-20.0,西やん,-37.0
4位,35,2020-03-20 11:29:00,,！ぼたもち！,58.0,tohru777,9.0,シロ組ドルフィン,-13.0,高津圭佑,-54.0
4位,40,2020-03-20 13:22:00,,komi12,95.0,！ぼたもち！,-3.0,トローチ,-38.0,ボノン,-54.0
4位,31,2020-03-20 15:31:00,,釣り日和,44.0,！ぼたもち！,10.0,よしやる蔵,-18.0,ジェダイの雀士,-36.0
4位,40,2020-03-20 16:28:00,,！ぼたもち！,43.0,ポンタ,7.0,カプーロ,-18.0,臥薪嘗胆,-32.0
3位,,2020-03-20 19:37:00,,郎鉄,64.0,！ぼたもち！,2.0,ははてん,-66.0,,
3位,,2020-03-20 20:22:00,,郎鉄,43.0,ははてん,-11.0,！ぼたもち！,-32.0,,
4位,42,2020-03-20 21:44:00,,さとうもか,46.0,びあらば,10.0,！ぼたもち！,-22.0,こっこるう,-34.0
4位,23,2020-03-21 11:03:00,,おさっちょ,67.0,！ぼたもち！,8.0,ぴぃ助,-24.0,KurojI,-51.0
4位,18,2020-03-21 14:43:00,,2hey,71.0,実力馬鹿,3.0,さんじ,-24.0,！ぼたもち！,-50.0
3位,,2020-03-21 16:03:00,,ははてん,56.0,！ぼたもち！,-8.0,郎鉄,-48.0,,
3位,,2020-03-21 16:21:00,,郎鉄,44.0,！ぼたもち！,-7.0,ははてん,-37.0,,
3位,,2020-03-21 18:58:00,,ははてん,38.0,！ぼたもち！,2.0,郎鉄,-40.0,,
3位,,2020-03-21 19:47:00,,ははてん,53.0,郎鉄,9.0,！ぼたもち！,-62.0,,
4位,36,2020-03-21 21:37:00,,けいいちゆみこ,53.0,！ぼたもち！,21.0,Cid,-19.0,流星一条☆彡,-55.0
4位,26,2020-03-21 22:24:00,,チーホイ,44.0,！ぼたもち！,11.0,ぶる２１,-20.0,何も恐れない,-35.0
